id,standard_id,control_id,additional_selection_parameters,additional_guidance,created_at,updated_at
75,8,157,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
76,8,158,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
77,8,162,AT-4 (b) [five(5) years or 5 years after completion of a specific training program],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
78,8,164,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
79,8,165,"AU-1 (c)(1) [at least annually]
 AU-1 (c)(2) [at least annually] [significant changes]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
80,8,166,"AU-2 (a) [successful and unsuccessful account logon events, account management events, object access, policy change, privilege functions, process tracking, and system events. For Web applications: all administrator activity, authentication checks, authorization checks, data deletions, data access, data changes, and permission changes]
 AU-2 (c) [organization-defined subset of the auditable events defined in AU-2a to be audited continually for each identified event].
 AU-2 (e) [annually and whenever there is a change in the threat environment]","AU-2 Requirement: Coordination between service provider and consumer shall be documented and accepted by the JAB/AO.
 AU-2 (e) Guidance: Annually or whenever changes in the threat environment are communicated to the service provider by the JAB/AO.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
81,8,171,AU-3,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
82,8,172,"AU-3(1) [session, connection, transaction, or activity duration; for client-server transactions, the number of bytes received and bytes sent; additional informational messages to diagnose or identify the event; characteristics that describe or identify the object or resource being acted upon; individual identities of group account users; full-text of privileged commands]","AU-3(1) Guidance: For client-server transactions, the number of bytes sent and received gives bidirectional transfer information that can be helpful during an investigation or inquiry.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
83,8,175,AU-4,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
84,8,177,AU-5 (b) [overwrite oldest record],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
85,8,178,"AU-5(1)-3 [75%, or one month before expected negative impact]
CSP/CSO may use FedRAMP value.",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
86,8,179,"AU-5(2)-1 [real-time] 
 AU-5(2)-2 [service provider personnel with authority to address failed audit events] 
 AU-5(2)-3 [audit failure events requiring real-time alerts, as defined by organization audit policy].",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
87,8,183,AU-6 (a)-1 [at least weekly],"AU-6 Requirement: Coordination between service provider and consumer shall be documented and accepted by the JAB/AO. In multi-tenant environments, capability and means for providing review, analysis, and reporting to consumer for data pertaining to consumer shall be documented.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
88,8,184,AU-6(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
89,8,186,AU-6(3),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
90,8,187,AU-6(4),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
91,8,188,AU-6(5) [Selection (one or more): vulnerability scanning information; performance data; information system monitoring information; penetration test data; [Organization -defined data/information collected from other sources]],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
92,8,189,AU-6(6),AU-6(6) Requirement: Coordination between service provider and consumer shall be documented and accepted by the JAB/AO.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
93,8,190,AU-6(7) [information system process; role; user],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
94,8,191,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
95,8,192,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
96,8,194,AU-7,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
97,8,195,AU-7(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
98,8,197,AU-8 (b) [one second granularity of time measurement],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
99,8,200,AU-9,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
100,8,202,AU-9(2) [at least weekly],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
101,8,203,AU-9(3),AU-9(3) Guidance: Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.),2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
102,8,204,AU-9(4),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
103,8,205,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
104,8,206,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
105,8,208,"AU-10 [minimum actions including the addition, modification, deletion, approval, sending, or receiving of data]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
106,8,214,AU-11 [a time period in compliance with M-21-31],"AU-11 Requirement: The service provider retains audit records on-line for at least ninety days and further preserves audit records off-line for a period that is in accordance with NARA requirements. 
 AU-11 Requirement: The service provider must support Agency requirements to comply with M-21-31 (https://www.whitehouse.gov/wp-content/uploads/2021/08/M-21-31-Improving-the-Federal-Governments-Investigative-and-Remediation-Capabilities-Related-to-Cybersecurity-Incidents.pdf)
 AU-11 Guidance: The service provider is encouraged to align with M-21-31 where possible",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
107,8,216,AU-12 (a) [all information system and network components where audit capability is deployed/available],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
108,8,217,"AU-12(1)-1 [all network, data storage, and computing devices]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
109,8,219,"AU-12(3)-1 [service provider-defined individuals or roles with audit configuration responsibilities] 
 AU-12(3)-2 [all network, data storage, and computing devices]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
110,8,225,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
111,8,226,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
112,8,228,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
113,8,230,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
114,8,231,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
115,8,232,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
116,8,234,"CA-1 (c)(1) [at least annually]
 CA-1 (c)(2) [at least annually] [significant changes]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
117,8,235,"CA-2 (d) [at least annually] 
 CA-2 (f) [individuals or roles to include FedRAMP PMO]",CA-2 Guidance: Reference FedRAMP Annual Assessment Guidance.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
118,8,236,,"CA-2(1) Requirement: For JAB Authorization, must use an accredited 3PAO.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
119,8,237,CA-2(2) [at least annually],"CA-2(2) Requirement: To include 'announced', 'vulnerability scanning'",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
120,8,238,"CA-2(3)-1 [any FedRAMP Accredited 3PAO]
 CA-2(3)-3 [the conditions of the JAB/AO in the FedRAMP Repository]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
121,8,239,CA-3 (c) [at least annually and on input from JAB/AO],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
122,8,245,CA-3(6),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
123,8,248,CA-5 (b) [at least monthly],"CA-5 Requirement: POA&Ms must be provided at least monthly.
 CA-5 Guidance: Reference FedRAMP-POAM-Template",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
124,8,250,CA-6 (e) [in accordance with OMB A-130 requirements or when a significant change occurs],"CA-6 (e) Guidance: Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F and according to FedRAMP Significant Change Policies and Procedures. The service provider describes the types of changes to the information system or the environment of operations that would impact the risk posture. The types of changes are approved and accepted by the JAB/AO.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
125,8,253,CA-7 (g)-1 [to include JAB/AO],"CA-7 Requirement: Operating System, Database, Web Application, Container, and Service Configuration Scans: at least monthly. All scans performed by Independent Assessor: at least annually.
 CA-7 Requirement: CSOs with more than one agency ATO must implement a collaborative Continuous Monitoring (ConMon) approach described in the FedRAMP Guide for Multi-Agency Continuous Monitoring. This requirement applies to CSOs authorized via the Agency path as each agency customer is responsible for performing ConMon oversight. It does not apply to CSOs authorized via the JAB path because the JAB performs ConMon oversight.
 CA-7 Guidance: FedRAMP does not provide a template for the Continuous Monitoring Plan. CSPs should reference the FedRAMP Continuous Monitoring Strategy Guide when developing the Continuous Monitoring Plan.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
126,8,254,CA-7(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
127,8,256,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
128,8,257,CA-7(4),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
129,8,258,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
130,8,259,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
131,8,260,CA-8-1 [at least annually],CA-8 Guidance: Reference the FedRAMP Penetration Test Guidance.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
132,8,261,CA-8(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
133,8,262,CA-8(2),"CA-8(2) Guidance: See the FedRAMP Documents page> Penetration Test Guidance 
 https://www.FedRAMP.gov/documents/",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
134,8,263,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
135,8,264,CA-9 (d) [at least annually],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
136,8,266,"CM-1 (c)(1) [at least annually]
 CM-1 (c)(2) [at least annually] [significant changes]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
137,8,267,"CM-2 (b)(1) [at least annually and when a significant change occurs]
 CM-2 (b)(2) [to include when directed by the JAB]","CM-2 (b)(1) Guidance: Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
138,8,269,CM-2(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
139,8,270,CM-2(3) [organization-defined number of previous versions of baseline configurations of the previously approved baseline configuration of IS components],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
140,8,274,CM-2(7),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
141,8,275,CM-3,"CM-3 Requirement: The service provider establishes a central means of communicating major changes to or developments in the information system or environment of operations that may affect its services to the federal government and associated service consumers (e.g., electronic bulletin board, web status page). The means of communication are approved and accepted by the JAB/AO.
 CM-3 (e) Guidance: In accordance with record retention policies and procedures.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
142,8,276,"CM-3(1) (c) [organization agreed upon time period] 
 CM-3(1) (f) [organization defined configuration management approval authorities]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
143,8,277,CM-3(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
144,8,279,CM-3(4)-2 [Configuration control board (CCB) or similar (as defined in CM-3)],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
145,8,280,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
146,8,281,CM-3(6) All security safeguards that rely on cryptography,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
147,8,282,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
148,8,283,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
149,8,284,CM-4,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
150,8,285,CM-4(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
151,8,286,CM-4(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
152,8,287,CM-5,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
153,8,288,CM-5(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
154,8,292,CM-5(5) (b) [at least quarterly],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
155,8,293,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
156,8,295,CM-6,"CM-6 (a) Requirement 1: The service provider shall use the DoD STIGs to establish configuration settings; Center for Internet Security up to Level 2 (CIS Level 2) guidelines shall be used if STIGs are not available; Custom baselines shall be used if CIS is not available.
 CM-6 (a) Requirement 2: The service provider shall ensure that checklists for configuration settings are Security Content Automation Protocol (SCAP) validated or SCAP compatible (if validated checklists are not available).
 
 CM-6 Guidance: Compliance checks are used to evaluate configuration settings and provide general insight into the overall effectiveness of configuration management activities. CSPs and 3PAOs typically combine compliance check findings into a single CM-6 finding, which is acceptable. However, for initial assessments, annual assessments, and significant change requests, FedRAMP requires a clear understanding, on a per-control basis, where risks exist. Therefore, 3PAOs must also analyze compliance check findings as part of the controls assessment. Where a direct mapping exists, the 3PAO must document additional findings per control in the corresponding SAR Risk Exposure Table (RET), which are then documented in the CSP’s Plan of Action and Milestones (POA&M). This will likely result in the details of individual control findings overlapping with those in the combined CM-6 finding, which is acceptable.
 During monthly continuous monitoring, new findings from CSP compliance checks may be combined into a single CM-6 POA&M item. CSPs are not required to map the findings to specific controls because controls are only assessed during initial assessments, annual assessments, and significant change requests.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
157,8,296,CM-6(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
158,8,297,CM-6(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
159,6,1069,SI-4(5),SI-4(5) Guidance: In accordance with the incident response plan.,2025-01-13T15:18:12.186151,2025-01-13T15:18:12.186151
160,8,300,CM-7,"CM-7 (b) Requirement: The service provider shall use Security guidelines (See CM-6) to establish list of prohibited or restricted functions, ports, protocols, and/or services or establishes its own list of prohibited or restricted functions, ports, protocols, and/or services if STIGs or CIS is not available.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
161,8,301,CM-7(1) (a) [at least annually],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
162,8,302,CM-7(2),CM-7(2) Guidance: This control refers to software deployment by CSP personnel into the production environment. The control requires a policy that states conditions for deploying software. This control shall be implemented in a technical manner on the information system to only allow programs to run that adhere to the policy (i.e. allow-listing). This control is not to be based off of strictly written policy on what is allowed or not allowed to run.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
163,8,303,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
164,8,305,"CM-7(5) (c) [at least quarterly or when there is a change]
DSPAV must be used.",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
165,8,308,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
166,8,309,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
167,8,310,CM-8 (b) [at least monthly],CM-8 Requirement: must be provided at least monthly or when there is a change.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
168,8,311,CM-8(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
169,8,312,CM-8(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
170,8,313,"CM-8(3) (a)-1 [automated mechanisms with a maximum five-minute delay in detection.] 
 CM-8(3) (a)-2 [continuously]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
171,8,314,CM-8(4) [position and role],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
172,8,320,CM-9,"CM-9 Guidance: FedRAMP does not provide a template for the Configuration Management Plan. However, NIST SP 800-128, Guide for Security-Focused Configuration Management of Information Systems, provides guidelines for the implementation of CM controls as well as a sample CMP outline in Appendix D of the Guide",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
173,8,322,CM-10,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
174,8,323,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
175,8,324,CM-11 (c) [Continuously (via CM-7(5))],,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
176,8,326,,,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
177,8,328,CM-12,CM-12 Requirement: According to FedRAMP Authorization Boundary Guidance,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
178,8,329,CM-12(1)-1: [Federal data and system data that must be protected at the High or Moderate impact levels],CM-12(1) Requirement: According to FedRAMP Authorization Boundary Guidance.,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
179,8,331,CM-14,"CM-14 Guidance: If digital signatures/certificates are unavailable, alternative cryptographic integrity checks (hashes, self-signed certs, etc.) can be utilized.",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
180,8,332,"CP-1 (c)(1) [at least annually]
 CP-1 (c)(2) [at least annually] [significant changes]",,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
181,8,333,CP-2 (d) [at least annually],"CP-2 Requirement: For JAB authorizations the contingency lists include designated FedRAMP personnel.
 
 CP-2 Requirement: CSPs must use the FedRAMP Information System Contingency Plan (ISCP) Template (available on the fedramp.gov: https://www.fedramp.gov/assets/resources/templates/SSP-A06-FedRAMP-ISCP-Template.docx).",2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
182,8,334,CP-2(1),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
183,8,335,CP-2(2),,2025-01-13T15:16:58.420796,2025-01-13T15:16:58.420796
